TOP.614508ad.00042b5e	START
TOP.614de5ec.000f2e8c	user_options->brain_session	0
TOP.614de5ec.000f2e8c	proc_start	1632495084
TOP.614de5ec.000f2e8c	proc_stop	1632495085
TOP.614de5ec.000f2e8c	STOP
TOP.614e1fdb.00087c92	START
TOP.614e1fdb.00087c92	folder_config->cwd	D:\Desktop\Cyber-Oracle\source_code\central_monitor\static\app_utilities\hashcat
TOP.614e1fdb.00087c92	folder_config->install_dir	.
TOP.614e1fdb.00087c92	folder_config->profile_dir	.
TOP.614e1fdb.00087c92	folder_config->session_dir	.
TOP.614e1fdb.00087c92	folder_config->shared_dir	.
TOP.614e1fdb.00087c92	user_options->encoding_from	utf-8
TOP.614e1fdb.00087c92	user_options->encoding_to	utf-8
TOP.614e1fdb.00087c92	user_options->rule_buf_l	:
TOP.614e1fdb.00087c92	user_options->rule_buf_r	:
TOP.614e1fdb.00087c92	user_options->session	show
TOP.614e1fdb.00087c92	user_options->separator	:
TOP.614e1fdb.00087c92	user_options->limit	0
TOP.614e1fdb.00087c92	user_options->skip	0
TOP.614e1fdb.00087c92	user_options->attack_mode	100
TOP.614e1fdb.00087c92	user_options->benchmark	0
TOP.614e1fdb.00087c92	user_options->benchmark_all	0
TOP.614e1fdb.00087c92	user_options->bitmap_max	18
TOP.614e1fdb.00087c92	user_options->bitmap_min	16
TOP.614e1fdb.00087c92	user_options->debug_mode	0
TOP.614e1fdb.00087c92	user_options->hash_info	0
TOP.614e1fdb.00087c92	user_options->force	0
TOP.614e1fdb.00087c92	user_options->hwmon_disable	0
TOP.614e1fdb.00087c92	user_options->hwmon_temp_abort	90
TOP.614e1fdb.00087c92	user_options->hash_mode	1000
TOP.614e1fdb.00087c92	user_options->hex_charset	0
TOP.614e1fdb.00087c92	user_options->hex_salt	0
TOP.614e1fdb.00087c92	user_options->hex_wordlist	0
TOP.614e1fdb.00087c92	user_options->hook_threads	0
TOP.614e1fdb.00087c92	user_options->identify	0
TOP.614e1fdb.00087c92	user_options->increment	0
TOP.614e1fdb.00087c92	user_options->increment_max	256
TOP.614e1fdb.00087c92	user_options->increment_min	1
TOP.614e1fdb.00087c92	user_options->keep_guessing	0
TOP.614e1fdb.00087c92	user_options->kernel_accel	0
TOP.614e1fdb.00087c92	user_options->kernel_loops	0
TOP.614e1fdb.00087c92	user_options->kernel_threads	0
TOP.614e1fdb.00087c92	user_options->keyspace	0
TOP.614e1fdb.00087c92	user_options->left	0
TOP.614e1fdb.00087c92	user_options->logfile_disable	0
TOP.614e1fdb.00087c92	user_options->loopback	0
TOP.614e1fdb.00087c92	user_options->machine_readable	0
TOP.614e1fdb.00087c92	user_options->markov_classic	0
TOP.614e1fdb.00087c92	user_options->markov_disable	0
TOP.614e1fdb.00087c92	user_options->markov_inverse	0
TOP.614e1fdb.00087c92	user_options->markov_threshold	256
TOP.614e1fdb.00087c92	user_options->multiply_accel_disable	0
TOP.614e1fdb.00087c92	user_options->backend_info	0
TOP.614e1fdb.00087c92	user_options->backend_vector_width	0
TOP.614e1fdb.00087c92	user_options->optimized_kernel_enable	0
TOP.614e1fdb.00087c92	user_options->outfile_autohex	1
TOP.614e1fdb.00087c92	user_options->outfile_check_timer	5
TOP.614e1fdb.00087c92	user_options->outfile_format	3
TOP.614e1fdb.00087c92	user_options->wordlist_autohex_disable	0
TOP.614e1fdb.00087c92	user_options->potfile_disable	0
TOP.614e1fdb.00087c92	user_options->progress_only	0
TOP.614e1fdb.00087c92	user_options->quiet	1
TOP.614e1fdb.00087c92	user_options->remove	0
TOP.614e1fdb.00087c92	user_options->remove_timer	60
TOP.614e1fdb.00087c92	user_options->restore	0
TOP.614e1fdb.00087c92	user_options->restore_disable	1
TOP.614e1fdb.00087c92	user_options->restore_timer	60
TOP.614e1fdb.00087c92	user_options->rp_files_cnt	0
TOP.614e1fdb.00087c92	user_options->rp_gen	0
TOP.614e1fdb.00087c92	user_options->rp_gen_func_max	4
TOP.614e1fdb.00087c92	user_options->rp_gen_func_min	1
TOP.614e1fdb.00087c92	user_options->rp_gen_seed	0
TOP.614e1fdb.00087c92	user_options->runtime	0
TOP.614e1fdb.00087c92	user_options->scrypt_tmto	0
TOP.614e1fdb.00087c92	user_options->segment_size	33554432
TOP.614e1fdb.00087c92	user_options->self_test_disable	0
TOP.614e1fdb.00087c92	user_options->slow_candidates	0
TOP.614e1fdb.00087c92	user_options->show	1
TOP.614e1fdb.00087c92	user_options->speed_only	0
TOP.614e1fdb.00087c92	user_options->spin_damp	0
TOP.614e1fdb.00087c92	user_options->status	0
TOP.614e1fdb.00087c92	user_options->status_json	0
TOP.614e1fdb.00087c92	user_options->status_timer	10
TOP.614e1fdb.00087c92	user_options->stdout_flag	0
TOP.614e1fdb.00087c92	user_options->usage	0
TOP.614e1fdb.00087c92	user_options->username	0
TOP.614e1fdb.00087c92	user_options->veracrypt_pim_start	485
TOP.614e1fdb.00087c92	user_options->veracrypt_pim_stop	485
TOP.614e1fdb.00087c92	user_options->version	0
TOP.614e1fdb.00087c92	user_options->workload_profile	2
TOP.614e1fdb.00087c92	user_options->brain_client	0
TOP.614e1fdb.00087c92	user_options->brain_client_features	2
TOP.614e1fdb.00087c92	user_options->brain_server	0
TOP.614e1fdb.00087c92	user_options->brain_server_timer	300
TOP.614e1fdb.00087c92	user_options->brain_port	6863
TOP.614e1fdb.00087c92	user_options->brain_session	0
TOP.614e1fdb.00087c92	proc_start	1632509915
TOP.614e1fdb.00087c92	proc_stop	1632509917
TOP.614e1fdb.00087c92	STOP
TOP.614e2014.00084742	START
TOP.614e2014.00084742	folder_config->cwd	D:\Desktop\Cyber-Oracle\source_code\central_monitor\static\app_utilities\hashcat
TOP.614e2014.00084742	folder_config->install_dir	.
TOP.614e2014.00084742	folder_config->profile_dir	.
TOP.614e2014.00084742	folder_config->session_dir	.
TOP.614e2014.00084742	folder_config->shared_dir	.
TOP.614e2014.00084742	user_options->encoding_from	utf-8
TOP.614e2014.00084742	user_options->encoding_to	utf-8
TOP.614e2014.00084742	user_options->rule_buf_l	:
TOP.614e2014.00084742	user_options->rule_buf_r	:
TOP.614e2014.00084742	user_options->session	show
TOP.614e2014.00084742	user_options->separator	:
TOP.614e2014.00084742	user_options->limit	0
TOP.614e2014.00084742	user_options->skip	0
TOP.614e2014.00084742	user_options->attack_mode	100
TOP.614e2014.00084742	user_options->benchmark	0
TOP.614e2014.00084742	user_options->benchmark_all	0
TOP.614e2014.00084742	user_options->bitmap_max	18
TOP.614e2014.00084742	user_options->bitmap_min	16
TOP.614e2014.00084742	user_options->debug_mode	0
TOP.614e2014.00084742	user_options->hash_info	0
TOP.614e2014.00084742	user_options->force	0
TOP.614e2014.00084742	user_options->hwmon_disable	0
TOP.614e2014.00084742	user_options->hwmon_temp_abort	90
TOP.614e2014.00084742	user_options->hash_mode	1000
TOP.614e2014.00084742	user_options->hex_charset	0
TOP.614e2014.00084742	user_options->hex_salt	0
TOP.614e2014.00084742	user_options->hex_wordlist	0
TOP.614e2014.00084742	user_options->hook_threads	0
TOP.614e2014.00084742	user_options->identify	0
TOP.614e2014.00084742	user_options->increment	0
TOP.614e2014.00084742	user_options->increment_max	256
TOP.614e2014.00084742	user_options->increment_min	1
TOP.614e2014.00084742	user_options->keep_guessing	0
TOP.614e2014.00084742	user_options->kernel_accel	0
TOP.614e2014.00084742	user_options->kernel_loops	0
TOP.614e2014.00084742	user_options->kernel_threads	0
TOP.614e2014.00084742	user_options->keyspace	0
TOP.614e2014.00084742	user_options->left	0
TOP.614e2014.00084742	user_options->logfile_disable	0
TOP.614e2014.00084742	user_options->loopback	0
TOP.614e2014.00084742	user_options->machine_readable	0
TOP.614e2014.00084742	user_options->markov_classic	0
TOP.614e2014.00084742	user_options->markov_disable	0
TOP.614e2014.00084742	user_options->markov_inverse	0
TOP.614e2014.00084742	user_options->markov_threshold	256
TOP.614e2014.00084742	user_options->multiply_accel_disable	0
TOP.614e2014.00084742	user_options->backend_info	0
TOP.614e2014.00084742	user_options->backend_vector_width	0
TOP.614e2014.00084742	user_options->optimized_kernel_enable	0
TOP.614e2014.00084742	user_options->outfile_autohex	1
TOP.614e2014.00084742	user_options->outfile_check_timer	5
TOP.614e2014.00084742	user_options->outfile_format	3
TOP.614e2014.00084742	user_options->wordlist_autohex_disable	0
TOP.614e2014.00084742	user_options->potfile_disable	0
TOP.614e2014.00084742	user_options->progress_only	0
TOP.614e2014.00084742	user_options->quiet	1
TOP.614e2014.00084742	user_options->remove	0
TOP.614e2014.00084742	user_options->remove_timer	60
TOP.614e2014.00084742	user_options->restore	0
TOP.614e2014.00084742	user_options->restore_disable	1
TOP.614e2014.00084742	user_options->restore_timer	60
TOP.614e2014.00084742	user_options->rp_files_cnt	0
TOP.614e2014.00084742	user_options->rp_gen	0
TOP.614e2014.00084742	user_options->rp_gen_func_max	4
TOP.614e2014.00084742	user_options->rp_gen_func_min	1
TOP.614e2014.00084742	user_options->rp_gen_seed	0
TOP.614e2014.00084742	user_options->runtime	0
TOP.614e2014.00084742	user_options->scrypt_tmto	0
TOP.614e2014.00084742	user_options->segment_size	33554432
TOP.614e2014.00084742	user_options->self_test_disable	0
TOP.614e2014.00084742	user_options->slow_candidates	0
TOP.614e2014.00084742	user_options->show	1
TOP.614e2014.00084742	user_options->speed_only	0
TOP.614e2014.00084742	user_options->spin_damp	0
TOP.614e2014.00084742	user_options->status	0
TOP.614e2014.00084742	user_options->status_json	0
TOP.614e2014.00084742	user_options->status_timer	10
TOP.614e2014.00084742	user_options->stdout_flag	0
TOP.614e2014.00084742	user_options->usage	0
TOP.614e2014.00084742	user_options->username	0
TOP.614e2014.00084742	user_options->veracrypt_pim_start	485
TOP.614e2014.00084742	user_options->veracrypt_pim_stop	485
TOP.614e2014.00084742	user_options->version	0
TOP.614e2014.00084742	user_options->workload_profile	2
TOP.614e2014.00084742	user_options->brain_client	0
TOP.614e2014.00084742	user_options->brain_client_features	2
TOP.614e2014.00084742	user_options->brain_server	0
TOP.614e2014.00084742	user_options->brain_server_timer	300
TOP.614e2014.00084742	user_options->brain_port	6863
TOP.614e2014.00084742	user_options->brain_session	0
TOP.614e2014.00084742	proc_start	1632509972
TOP.614e2014.00084742	proc_stop	1632509974
TOP.614e2014.00084742	STOP
TOP.617a59a0.000ccad4	START
TOP.617a59a0.000ccad4	folder_config->cwd	D:\Desktop\Cyber-Oracle\source_code\central_monitor\static\app_utilities\hashcat
TOP.617a59a0.000ccad4	folder_config->install_dir	.
TOP.617a59a0.000ccad4	folder_config->profile_dir	.
TOP.617a59a0.000ccad4	folder_config->session_dir	.
TOP.617a59a0.000ccad4	folder_config->shared_dir	.
TOP.617a59a0.000ccad4	user_options->encoding_from	utf-8
TOP.617a59a0.000ccad4	user_options->encoding_to	utf-8
TOP.617a59a0.000ccad4	user_options->rule_buf_l	:
TOP.617a59a0.000ccad4	user_options->rule_buf_r	:
TOP.617a59a0.000ccad4	user_options->session	show
TOP.617a59a0.000ccad4	user_options->separator	:
TOP.617a59a0.000ccad4	user_options->limit	0
TOP.617a59a0.000ccad4	user_options->skip	0
TOP.617a59a0.000ccad4	user_options->attack_mode	100
TOP.617a59a0.000ccad4	user_options->benchmark	0
TOP.617a59a0.000ccad4	user_options->benchmark_all	0
TOP.617a59a0.000ccad4	user_options->bitmap_max	18
TOP.617a59a0.000ccad4	user_options->bitmap_min	16
TOP.617a59a0.000ccad4	user_options->debug_mode	0
TOP.617a59a0.000ccad4	user_options->hash_info	0
TOP.617a59a0.000ccad4	user_options->force	0
TOP.617a59a0.000ccad4	user_options->hwmon_disable	0
TOP.617a59a0.000ccad4	user_options->hwmon_temp_abort	90
TOP.617a59a0.000ccad4	user_options->hash_mode	1000
TOP.617a59a0.000ccad4	user_options->hex_charset	0
TOP.617a59a0.000ccad4	user_options->hex_salt	0
TOP.617a59a0.000ccad4	user_options->hex_wordlist	0
TOP.617a59a0.000ccad4	user_options->hook_threads	0
TOP.617a59a0.000ccad4	user_options->identify	0
TOP.617a59a0.000ccad4	user_options->increment	0
TOP.617a59a0.000ccad4	user_options->increment_max	256
TOP.617a59a0.000ccad4	user_options->increment_min	1
TOP.617a59a0.000ccad4	user_options->keep_guessing	0
TOP.617a59a0.000ccad4	user_options->kernel_accel	0
TOP.617a59a0.000ccad4	user_options->kernel_loops	0
TOP.617a59a0.000ccad4	user_options->kernel_threads	0
TOP.617a59a0.000ccad4	user_options->keyspace	0
TOP.617a59a0.000ccad4	user_options->left	0
TOP.617a59a0.000ccad4	user_options->logfile_disable	0
TOP.617a59a0.000ccad4	user_options->loopback	0
TOP.617a59a0.000ccad4	user_options->machine_readable	0
TOP.617a59a0.000ccad4	user_options->markov_classic	0
TOP.617a59a0.000ccad4	user_options->markov_disable	0
TOP.617a59a0.000ccad4	user_options->markov_inverse	0
TOP.617a59a0.000ccad4	user_options->markov_threshold	256
TOP.617a59a0.000ccad4	user_options->multiply_accel_disable	0
TOP.617a59a0.000ccad4	user_options->backend_info	0
TOP.617a59a0.000ccad4	user_options->backend_vector_width	0
TOP.617a59a0.000ccad4	user_options->optimized_kernel_enable	0
TOP.617a59a0.000ccad4	user_options->outfile_autohex	1
TOP.617a59a0.000ccad4	user_options->outfile_check_timer	5
TOP.617a59a0.000ccad4	user_options->outfile_format	3
TOP.617a59a0.000ccad4	user_options->wordlist_autohex_disable	0
TOP.617a59a0.000ccad4	user_options->potfile_disable	0
TOP.617a59a0.000ccad4	user_options->progress_only	0
TOP.617a59a0.000ccad4	user_options->quiet	1
TOP.617a59a0.000ccad4	user_options->remove	0
TOP.617a59a0.000ccad4	user_options->remove_timer	60
TOP.617a59a0.000ccad4	user_options->restore	0
TOP.617a59a0.000ccad4	user_options->restore_disable	1
TOP.617a59a0.000ccad4	user_options->restore_timer	60
TOP.617a59a0.000ccad4	user_options->rp_files_cnt	0
TOP.617a59a0.000ccad4	user_options->rp_gen	0
TOP.617a59a0.000ccad4	user_options->rp_gen_func_max	4
TOP.617a59a0.000ccad4	user_options->rp_gen_func_min	1
TOP.617a59a0.000ccad4	user_options->rp_gen_seed	0
TOP.617a59a0.000ccad4	user_options->runtime	0
TOP.617a59a0.000ccad4	user_options->scrypt_tmto	0
TOP.617a59a0.000ccad4	user_options->segment_size	33554432
TOP.617a59a0.000ccad4	user_options->self_test_disable	0
TOP.617a59a0.000ccad4	user_options->slow_candidates	0
TOP.617a59a0.000ccad4	user_options->show	1
TOP.617a59a0.000ccad4	user_options->speed_only	0
TOP.617a59a0.000ccad4	user_options->spin_damp	0
TOP.617a59a0.000ccad4	user_options->status	0
TOP.617a59a0.000ccad4	user_options->status_json	0
TOP.617a59a0.000ccad4	user_options->status_timer	10
TOP.617a59a0.000ccad4	user_options->stdout_flag	0
TOP.617a59a0.000ccad4	user_options->usage	0
TOP.617a59a0.000ccad4	user_options->username	0
TOP.617a59a0.000ccad4	user_options->veracrypt_pim_start	485
TOP.617a59a0.000ccad4	user_options->veracrypt_pim_stop	485
TOP.617a59a0.000ccad4	user_options->version	0
TOP.617a59a0.000ccad4	user_options->workload_profile	2
TOP.617a59a0.000ccad4	user_options->brain_client	0
TOP.617a59a0.000ccad4	user_options->brain_client_features	2
TOP.617a59a0.000ccad4	user_options->brain_server	0
TOP.617a59a0.000ccad4	user_options->brain_server_timer	300
TOP.617a59a0.000ccad4	user_options->brain_port	6863
TOP.617a59a0.000ccad4	user_options->brain_session	0
TOP.617a59a0.000ccad4	proc_start	1635408288
TOP.617a59a0.000ccad4	proc_stop	1635408289
TOP.617a59a0.000ccad4	STOP
TOP.61dc90c8.0001ea78	START
TOP.61dc90c8.0001ea78	folder_config->cwd	D:\Desktop\Cyber-Oracle\source_code\central_monitor\static\app_utilities\hashcat
TOP.61dc90c8.0001ea78	folder_config->install_dir	.
TOP.61dc90c8.0001ea78	folder_config->profile_dir	.
TOP.61dc90c8.0001ea78	folder_config->session_dir	.
TOP.61dc90c8.0001ea78	folder_config->shared_dir	.
TOP.61dc90c8.0001ea78	user_options->encoding_from	utf-8
TOP.61dc90c8.0001ea78	user_options->encoding_to	utf-8
TOP.61dc90c8.0001ea78	user_options->rule_buf_l	:
TOP.61dc90c8.0001ea78	user_options->rule_buf_r	:
TOP.61dc90c8.0001ea78	user_options->session	show
TOP.61dc90c8.0001ea78	user_options->separator	:
TOP.61dc90c8.0001ea78	user_options->limit	0
TOP.61dc90c8.0001ea78	user_options->skip	0
TOP.61dc90c8.0001ea78	user_options->attack_mode	100
TOP.61dc90c8.0001ea78	user_options->benchmark	0
TOP.61dc90c8.0001ea78	user_options->benchmark_all	0
TOP.61dc90c8.0001ea78	user_options->bitmap_max	18
TOP.61dc90c8.0001ea78	user_options->bitmap_min	16
TOP.61dc90c8.0001ea78	user_options->debug_mode	0
TOP.61dc90c8.0001ea78	user_options->hash_info	0
TOP.61dc90c8.0001ea78	user_options->force	0
TOP.61dc90c8.0001ea78	user_options->hwmon_disable	0
TOP.61dc90c8.0001ea78	user_options->hwmon_temp_abort	90
TOP.61dc90c8.0001ea78	user_options->hash_mode	1000
TOP.61dc90c8.0001ea78	user_options->hex_charset	0
TOP.61dc90c8.0001ea78	user_options->hex_salt	0
TOP.61dc90c8.0001ea78	user_options->hex_wordlist	0
TOP.61dc90c8.0001ea78	user_options->hook_threads	0
TOP.61dc90c8.0001ea78	user_options->identify	0
TOP.61dc90c8.0001ea78	user_options->increment	0
TOP.61dc90c8.0001ea78	user_options->increment_max	256
TOP.61dc90c8.0001ea78	user_options->increment_min	1
TOP.61dc90c8.0001ea78	user_options->keep_guessing	0
TOP.61dc90c8.0001ea78	user_options->kernel_accel	0
TOP.61dc90c8.0001ea78	user_options->kernel_loops	0
TOP.61dc90c8.0001ea78	user_options->kernel_threads	0
TOP.61dc90c8.0001ea78	user_options->keyspace	0
TOP.61dc90c8.0001ea78	user_options->left	0
TOP.61dc90c8.0001ea78	user_options->logfile_disable	0
TOP.61dc90c8.0001ea78	user_options->loopback	0
TOP.61dc90c8.0001ea78	user_options->machine_readable	0
TOP.61dc90c8.0001ea78	user_options->markov_classic	0
TOP.61dc90c8.0001ea78	user_options->markov_disable	0
TOP.61dc90c8.0001ea78	user_options->markov_inverse	0
TOP.61dc90c8.0001ea78	user_options->markov_threshold	256
TOP.61dc90c8.0001ea78	user_options->multiply_accel_disable	0
TOP.61dc90c8.0001ea78	user_options->backend_info	0
TOP.61dc90c8.0001ea78	user_options->backend_vector_width	0
TOP.61dc90c8.0001ea78	user_options->optimized_kernel_enable	0
TOP.61dc90c8.0001ea78	user_options->outfile_autohex	1
TOP.61dc90c8.0001ea78	user_options->outfile_check_timer	5
TOP.61dc90c8.0001ea78	user_options->outfile_format	3
TOP.61dc90c8.0001ea78	user_options->wordlist_autohex_disable	0
TOP.61dc90c8.0001ea78	user_options->potfile_disable	0
TOP.61dc90c8.0001ea78	user_options->progress_only	0
TOP.61dc90c8.0001ea78	user_options->quiet	1
TOP.61dc90c8.0001ea78	user_options->remove	0
TOP.61dc90c8.0001ea78	user_options->remove_timer	60
TOP.61dc90c8.0001ea78	user_options->restore	0
TOP.61dc90c8.0001ea78	user_options->restore_disable	1
TOP.61dc90c8.0001ea78	user_options->restore_timer	60
TOP.61dc90c8.0001ea78	user_options->rp_files_cnt	0
TOP.61dc90c8.0001ea78	user_options->rp_gen	0
TOP.61dc90c8.0001ea78	user_options->rp_gen_func_max	4
TOP.61dc90c8.0001ea78	user_options->rp_gen_func_min	1
TOP.61dc90c8.0001ea78	user_options->rp_gen_seed	0
TOP.61dc90c8.0001ea78	user_options->runtime	0
TOP.61dc90c8.0001ea78	user_options->scrypt_tmto	0
TOP.61dc90c8.0001ea78	user_options->segment_size	33554432
TOP.61dc90c8.0001ea78	user_options->self_test_disable	0
TOP.61dc90c8.0001ea78	user_options->slow_candidates	0
TOP.61dc90c8.0001ea78	user_options->show	1
TOP.61dc90c8.0001ea78	user_options->speed_only	0
TOP.61dc90c8.0001ea78	user_options->spin_damp	0
TOP.61dc90c8.0001ea78	user_options->status	0
TOP.61dc90c8.0001ea78	user_options->status_json	0
TOP.61dc90c8.0001ea78	user_options->status_timer	10
TOP.61dc90c8.0001ea78	user_options->stdout_flag	0
TOP.61dc90c8.0001ea78	user_options->usage	0
TOP.61dc90c8.0001ea78	user_options->username	0
TOP.61dc90c8.0001ea78	user_options->veracrypt_pim_start	485
TOP.61dc90c8.0001ea78	user_options->veracrypt_pim_stop	485
TOP.61dc90c8.0001ea78	user_options->version	0
TOP.61dc90c8.0001ea78	user_options->workload_profile	2
TOP.61dc90c8.0001ea78	user_options->brain_client	0
TOP.61dc90c8.0001ea78	user_options->brain_client_features	2
TOP.61dc90c8.0001ea78	user_options->brain_server	0
TOP.61dc90c8.0001ea78	user_options->brain_server_timer	300
TOP.61dc90c8.0001ea78	user_options->brain_port	6863
TOP.61dc90c8.0001ea78	user_options->brain_session	0
TOP.61dc90c8.0001ea78	proc_start	1641844936
TOP.61dc90c8.0001ea78	proc_stop	1641844936
TOP.61dc90c8.0001ea78	STOP
TOP.61dc9107.000e36ab	START
TOP.61dc9107.000e36ab	folder_config->cwd	D:\Desktop\Cyber-Oracle\source_code\central_monitor\static\app_utilities\hashcat
TOP.61dc9107.000e36ab	folder_config->install_dir	.
TOP.61dc9107.000e36ab	folder_config->profile_dir	.
TOP.61dc9107.000e36ab	folder_config->session_dir	.
TOP.61dc9107.000e36ab	folder_config->shared_dir	.
TOP.61dc9107.000e36ab	user_options->encoding_from	utf-8
TOP.61dc9107.000e36ab	user_options->encoding_to	utf-8
TOP.61dc9107.000e36ab	user_options->rule_buf_l	:
TOP.61dc9107.000e36ab	user_options->rule_buf_r	:
TOP.61dc9107.000e36ab	user_options->session	show
TOP.61dc9107.000e36ab	user_options->separator	:
TOP.61dc9107.000e36ab	user_options->limit	0
TOP.61dc9107.000e36ab	user_options->skip	0
TOP.61dc9107.000e36ab	user_options->attack_mode	100
TOP.61dc9107.000e36ab	user_options->benchmark	0
TOP.61dc9107.000e36ab	user_options->benchmark_all	0
TOP.61dc9107.000e36ab	user_options->bitmap_max	18
TOP.61dc9107.000e36ab	user_options->bitmap_min	16
TOP.61dc9107.000e36ab	user_options->debug_mode	0
TOP.61dc9107.000e36ab	user_options->hash_info	0
TOP.61dc9107.000e36ab	user_options->force	0
TOP.61dc9107.000e36ab	user_options->hwmon_disable	0
TOP.61dc9107.000e36ab	user_options->hwmon_temp_abort	90
TOP.61dc9107.000e36ab	user_options->hash_mode	1000
TOP.61dc9107.000e36ab	user_options->hex_charset	0
TOP.61dc9107.000e36ab	user_options->hex_salt	0
TOP.61dc9107.000e36ab	user_options->hex_wordlist	0
TOP.61dc9107.000e36ab	user_options->hook_threads	0
TOP.61dc9107.000e36ab	user_options->identify	0
TOP.61dc9107.000e36ab	user_options->increment	0
TOP.61dc9107.000e36ab	user_options->increment_max	256
TOP.61dc9107.000e36ab	user_options->increment_min	1
TOP.61dc9107.000e36ab	user_options->keep_guessing	0
TOP.61dc9107.000e36ab	user_options->kernel_accel	0
TOP.61dc9107.000e36ab	user_options->kernel_loops	0
TOP.61dc9107.000e36ab	user_options->kernel_threads	0
TOP.61dc9107.000e36ab	user_options->keyspace	0
TOP.61dc9107.000e36ab	user_options->left	0
TOP.61dc9107.000e36ab	user_options->logfile_disable	0
TOP.61dc9107.000e36ab	user_options->loopback	0
TOP.61dc9107.000e36ab	user_options->machine_readable	0
TOP.61dc9107.000e36ab	user_options->markov_classic	0
TOP.61dc9107.000e36ab	user_options->markov_disable	0
TOP.61dc9107.000e36ab	user_options->markov_inverse	0
TOP.61dc9107.000e36ab	user_options->markov_threshold	256
TOP.61dc9107.000e36ab	user_options->multiply_accel_disable	0
TOP.61dc9107.000e36ab	user_options->backend_info	0
TOP.61dc9107.000e36ab	user_options->backend_vector_width	0
TOP.61dc9107.000e36ab	user_options->optimized_kernel_enable	0
TOP.61dc9107.000e36ab	user_options->outfile_autohex	1
TOP.61dc9107.000e36ab	user_options->outfile_check_timer	5
TOP.61dc9107.000e36ab	user_options->outfile_format	3
TOP.61dc9107.000e36ab	user_options->wordlist_autohex_disable	0
TOP.61dc9107.000e36ab	user_options->potfile_disable	0
TOP.61dc9107.000e36ab	user_options->progress_only	0
TOP.61dc9107.000e36ab	user_options->quiet	1
TOP.61dc9107.000e36ab	user_options->remove	0
TOP.61dc9107.000e36ab	user_options->remove_timer	60
TOP.61dc9107.000e36ab	user_options->restore	0
TOP.61dc9107.000e36ab	user_options->restore_disable	1
TOP.61dc9107.000e36ab	user_options->restore_timer	60
TOP.61dc9107.000e36ab	user_options->rp_files_cnt	0
TOP.61dc9107.000e36ab	user_options->rp_gen	0
TOP.61dc9107.000e36ab	user_options->rp_gen_func_max	4
TOP.61dc9107.000e36ab	user_options->rp_gen_func_min	1
TOP.61dc9107.000e36ab	user_options->rp_gen_seed	0
TOP.61dc9107.000e36ab	user_options->runtime	0
TOP.61dc9107.000e36ab	user_options->scrypt_tmto	0
TOP.61dc9107.000e36ab	user_options->segment_size	33554432
TOP.61dc9107.000e36ab	user_options->self_test_disable	0
TOP.61dc9107.000e36ab	user_options->slow_candidates	0
TOP.61dc9107.000e36ab	user_options->show	1
TOP.61dc9107.000e36ab	user_options->speed_only	0
TOP.61dc9107.000e36ab	user_options->spin_damp	0
TOP.61dc9107.000e36ab	user_options->status	0
TOP.61dc9107.000e36ab	user_options->status_json	0
TOP.61dc9107.000e36ab	user_options->status_timer	10
TOP.61dc9107.000e36ab	user_options->stdout_flag	0
TOP.61dc9107.000e36ab	user_options->usage	0
TOP.61dc9107.000e36ab	user_options->username	0
TOP.61dc9107.000e36ab	user_options->veracrypt_pim_start	485
TOP.61dc9107.000e36ab	user_options->veracrypt_pim_stop	485
TOP.61dc9107.000e36ab	user_options->version	0
TOP.61dc9107.000e36ab	user_options->workload_profile	2
TOP.61dc9107.000e36ab	user_options->brain_client	0
TOP.61dc9107.000e36ab	user_options->brain_client_features	2
TOP.61dc9107.000e36ab	user_options->brain_server	0
TOP.61dc9107.000e36ab	user_options->brain_server_timer	300
TOP.61dc9107.000e36ab	user_options->brain_port	6863
TOP.61dc9107.000e36ab	user_options->brain_session	0
TOP.61dc9107.000e36ab	proc_start	1641844999
TOP.61dc9107.000e36ab	proc_stop	1641844999
TOP.61dc9107.000e36ab	STOP
